Window,Model,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,_model,_X_te,_y_te,_features,_y_prob,Experiment,CV_AUC,Best_Params
Q3,Logistic Regression_tuned,0.46,0.8896,0.9334,0.8258,0.8763,0.9404,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 LogisticRegression(C=0.1, class_weight='balanced',
                                    max_iter=1000, penalty='l1',
                                    random_state=42, solver='liblinear'))])","[[1 0 2 ... 0 1.0 0.0]
 [0 0 0 ... 0 1.0 1.0]
 [0 0 1 ... 0 1.0 0.0]
 ...
 [0 1 0 ... 0 1.0 0.0]
 [0 0 1 ... 1 0.0 0.0]
 [0 0 1 ... 0 1.0 0.0]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'norm_total_Q3', 'norm_assessment_Q3', 'content_ratio_Q3', 'assessment_ratio_Q3', 'social_ratio_Q3', 'dim_entropy_norm_Q3', 'AP_Q3', 'AP_Q3_missing', 'n_submissions_Q3', 'num_late_submissions_Q3']",[0.01104657 0.47260288 0.04506053 ... 0.20896882 0.9386102  0.05414007],baseline_tuned,0.9332,"{'clf__C': 0.1, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}"
Q3,Random Forest_tuned,0.34,0.8607,0.8345,0.8804,0.8568,0.9438,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 RandomForestClassifier(class_weight='balanced', max_depth=10,
                                        max_features='log2',
                                        min_samples_split=5, n_estimators=300,
                                        n_jobs=-1, random_state=42))])","[[1 0 2 ... 0 1.0 0.0]
 [0 0 0 ... 0 1.0 1.0]
 [0 0 1 ... 0 1.0 0.0]
 ...
 [0 1 0 ... 0 1.0 0.0]
 [0 0 1 ... 1 0.0 0.0]
 [0 0 1 ... 0 1.0 0.0]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'norm_total_Q3', 'norm_assessment_Q3', 'content_ratio_Q3', 'assessment_ratio_Q3', 'social_ratio_Q3', 'dim_entropy_norm_Q3', 'AP_Q3', 'AP_Q3_missing', 'n_submissions_Q3', 'num_late_submissions_Q3']",[0.07269257 0.24320907 0.08642274 ... 0.36898541 0.94783913 0.05728777],baseline_tuned,0.9317,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 300}"
Q3,XGBoost_tuned,0.38,0.8784,0.8742,0.8682,0.8712,0.9458,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 XGBClassifier(base_score=None, booster=None, callbacks=None,
                               colsample_bylevel=None, colsample_bynode=None,
                               colsample_bytree=0.9, device=None,
                               early_stopping_rounds=None,
                               enable_categorical=False, eval_metric='auc',
                               feature_types=None, feature_weights=None,
                               gamma=None, grow_policy=None,
                               importance_type=None,
                               interaction_constraints=None, learning_rate=0.1,
                               max_bin=None, max_cat_threshold=None,
                               max_cat_to_onehot=None, max_delta_step=None,
                               max_depth=3, max_leaves=None,
                               min_child_weight=None, missing=nan,
                               monotone_constraints=None, multi_strategy=None,
                               n_estimators=100, n_jobs=-1,
                               num_parallel_tree=None, ...))])","[[1 0 2 ... 0 1.0 0.0]
 [0 0 0 ... 0 1.0 1.0]
 [0 0 1 ... 0 1.0 0.0]
 ...
 [0 1 0 ... 0 1.0 0.0]
 [0 0 1 ... 1 0.0 0.0]
 [0 0 1 ... 0 1.0 0.0]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'norm_total_Q3', 'norm_assessment_Q3', 'content_ratio_Q3', 'assessment_ratio_Q3', 'social_ratio_Q3', 'dim_entropy_norm_Q3', 'AP_Q3', 'AP_Q3_missing', 'n_submissions_Q3', 'num_late_submissions_Q3']",[0.02079051 0.39977628 0.03118603 ... 0.10242143 0.9621232  0.05135934],baseline_tuned,0.9341,"{'clf__colsample_bytree': 0.9, 'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__subsample': 0.9}"
Q3,SVM_tuned,0.18,0.8506,0.8133,0.8883,0.8492,0.9273,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 SVC(C=1, cache_size=500, class_weight='balanced',
                     probability=True, random_state=42))])","[[1 0 2 ... 0 1.0 0.0]
 [0 0 0 ... 0 1.0 1.0]
 [0 0 1 ... 0 1.0 0.0]
 ...
 [0 1 0 ... 0 1.0 0.0]
 [0 0 1 ... 1 0.0 0.0]
 [0 0 1 ... 0 1.0 0.0]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'norm_total_Q3', 'norm_assessment_Q3', 'content_ratio_Q3', 'assessment_ratio_Q3', 'social_ratio_Q3', 'dim_entropy_norm_Q3', 'AP_Q3', 'AP_Q3_missing', 'n_submissions_Q3', 'num_late_submissions_Q3']",[0.13568657 0.2119828  0.12343146 ... 0.19172306 0.96169951 0.15868846],baseline_tuned,0.9211,"{'clf__C': 1, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}"
Q3,MLP_tuned,0.42,0.8874,0.9136,0.8419,0.8763,0.9408,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 MLPClassifier(alpha=0.001, early_stopping=True,
                               hidden_layer_sizes=(64,),
                               learning_rate_init=0.01, random_state=42))])","[[1 0 2 ... 0 1.0 0.0]
 [0 0 0 ... 0 1.0 1.0]
 [0 0 1 ... 0 1.0 0.0]
 ...
 [0 1 0 ... 0 1.0 0.0]
 [0 0 1 ... 1 0.0 0.0]
 [0 0 1 ... 0 1.0 0.0]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'norm_total_Q3', 'norm_assessment_Q3', 'content_ratio_Q3', 'assessment_ratio_Q3', 'social_ratio_Q3', 'dim_entropy_norm_Q3', 'AP_Q3', 'AP_Q3_missing', 'n_submissions_Q3', 'num_late_submissions_Q3']",[0.00632589 0.36858832 0.03050244 ... 0.04506128 0.99146406 0.01698905],baseline_tuned,0.9328,"{'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__learning_rate_init': 0.01, 'clf__max_iter': 200}"
Master,Logistic Regression_tuned,0.54,0.8749,0.8517,0.8908,0.8708,0.9486,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 LogisticRegression(C=0.1, class_weight='balanced',
                                    max_iter=1000, penalty='l2',
                                    random_state=42, solver='liblinear'))])","[[1 0 2 ... 5 0 0.8605535156583232]
 [0 0 0 ... 5 4 0.837187230466246]
 [0 0 1 ... 5 0 0.8641482739986392]
 ...
 [0 1 0 ... 9 0 0.7298496241305046]
 [0 0 1 ... 2 0 0.7053480475687934]
 [0 0 1 ... 7 0 0.7434210526958647]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'total_engagement_norm', 'content_engagement_norm', 'assessment_engagement_norm', 'social_engagement_norm', 'content_ratio_norm', 'assessment_ratio_norm', 'social_ratio_norm', 'active_weeks_ratio_norm', 'AP_full', 'AP_full_missing', 'n_submissions', 'num_late_submissions', 'spacing_score_full']",[0.00430223 0.25110483 0.01800873 ... 0.15200328 0.93037999 0.14861848],baseline_tuned,0.9444,"{'clf__C': 0.1, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}"
Master,Random Forest_tuned,0.44,0.8569,0.8113,0.9093,0.8575,0.9501,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 RandomForestClassifier(class_weight='balanced',
                                        min_samples_split=5, n_estimators=500,
                                        n_jobs=-1, random_state=42))])","[[1 0 2 ... 5 0 0.8605535156583232]
 [0 0 0 ... 5 4 0.837187230466246]
 [0 0 1 ... 5 0 0.8641482739986392]
 ...
 [0 1 0 ... 9 0 0.7298496241305046]
 [0 0 1 ... 2 0 0.7053480475687934]
 [0 0 1 ... 7 0 0.7434210526958647]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'total_engagement_norm', 'content_engagement_norm', 'assessment_engagement_norm', 'social_engagement_norm', 'content_ratio_norm', 'assessment_ratio_norm', 'social_ratio_norm', 'active_weeks_ratio_norm', 'AP_full', 'AP_full_missing', 'n_submissions', 'num_late_submissions', 'spacing_score_full']",[0.04722892 0.20798273 0.10129157 ... 0.14925779 0.94306029 0.24252593],baseline_tuned,0.949,"{'clf__max_depth': None, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 500}"
Master,XGBoost_tuned,0.38,0.8565,0.8074,0.9154,0.858,0.9525,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 XGBClassifier(base_score=None, booster=None, callbacks=None,
                               colsample_bylevel=None, colsample_bynode=None,
                               colsample_bytree=1.0, device=None,
                               early_stopping_rounds=None,
                               enable_categorical=False, eval_metric='auc',
                               feature_types=None, feature_weights=None,
                               gamma=None, grow_policy=None,
                               importance_type=None,
                               interaction_constraints=None, learning_rate=0.01,
                               max_bin=None, max_cat_threshold=None,
                               max_cat_to_onehot=None, max_delta_step=None,
                               max_depth=7, max_leaves=None,
                               min_child_weight=None, missing=nan,
                               monotone_constraints=None, multi_strategy=None,
                               n_estimators=500, n_jobs=-1,
                               num_parallel_tree=None, ...))])","[[1 0 2 ... 5 0 0.8605535156583232]
 [0 0 0 ... 5 4 0.837187230466246]
 [0 0 1 ... 5 0 0.8641482739986392]
 ...
 [0 1 0 ... 9 0 0.7298496241305046]
 [0 0 1 ... 2 0 0.7053480475687934]
 [0 0 1 ... 7 0 0.7434210526958647]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'total_engagement_norm', 'content_engagement_norm', 'assessment_engagement_norm', 'social_engagement_norm', 'content_ratio_norm', 'assessment_ratio_norm', 'social_ratio_norm', 'active_weeks_ratio_norm', 'AP_full', 'AP_full_missing', 'n_submissions', 'num_late_submissions', 'spacing_score_full']",[0.02846804 0.16630414 0.06653656 ... 0.12452199 0.9943551  0.20864041],baseline_tuned,0.9535,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.01, 'clf__max_depth': 7, 'clf__n_estimators': 500, 'clf__subsample': 0.7}"
Master,SVM_tuned,0.48,0.856,0.8138,0.9022,0.8557,0.9401,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 SVC(C=10, cache_size=500, class_weight='balanced',
                     probability=True, random_state=42))])","[[1 0 2 ... 5 0 0.8605535156583232]
 [0 0 0 ... 5 4 0.837187230466246]
 [0 0 1 ... 5 0 0.8641482739986392]
 ...
 [0 1 0 ... 9 0 0.7298496241305046]
 [0 0 1 ... 2 0 0.7053480475687934]
 [0 0 1 ... 7 0 0.7434210526958647]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'total_engagement_norm', 'content_engagement_norm', 'assessment_engagement_norm', 'social_engagement_norm', 'content_ratio_norm', 'assessment_ratio_norm', 'social_ratio_norm', 'active_weeks_ratio_norm', 'AP_full', 'AP_full_missing', 'n_submissions', 'num_late_submissions', 'spacing_score_full']",[0.08072361 0.36509782 0.10194112 ... 0.07361413 0.97357097 0.27665452],baseline_tuned,0.9434,"{'clf__C': 10, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}"
Master,MLP_tuned,0.48,0.8551,0.8126,0.902,0.855,0.946,"Pipeline(steps=[('scaler', RobustScaler()),
                ('clf',
                 MLPClassifier(alpha=0.001, early_stopping=True,
                               hidden_layer_sizes=(64,), random_state=42))])","[[1 0 2 ... 5 0 0.8605535156583232]
 [0 0 0 ... 5 4 0.837187230466246]
 [0 0 1 ... 5 0 0.8641482739986392]
 ...
 [0 1 0 ... 9 0 0.7298496241305046]
 [0 0 1 ... 2 0 0.7053480475687934]
 [0 0 1 ... 7 0 0.7434210526958647]]",[0 0 0 ... 0 1 0],"['gender_bin', 'disability_bin', 'age_band_ord', 'age_band_missing_flag', 'highest_education_ord', 'highest_education_missing_flag', 'imd_ordinal', 'imd_unknown_flag', 'nation_England', 'nation_Scotland', 'nation_Wales', 'nation_Northern_Ireland', 'late_registration_flag', 'studied_credits', 'course_type_stem', 'num_of_prev_attempts', 'total_engagement_norm', 'content_engagement_norm', 'assessment_engagement_norm', 'social_engagement_norm', 'content_ratio_norm', 'assessment_ratio_norm', 'social_ratio_norm', 'active_weeks_ratio_norm', 'AP_full', 'AP_full_missing', 'n_submissions', 'num_late_submissions', 'spacing_score_full']",[0.00635422 0.43083983 0.04481391 ... 0.08446321 0.99706024 0.1985123 ],baseline_tuned,0.9503,"{'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__learning_rate_init': 0.001, 'clf__max_iter': 200}"
